x, y
2.278275020341741, 18.511066398390344
5.370219690805532, 22.937625754527165
9.51993490642799, 25.75452716297787
14.564686737184703, 26.760563380281692
18.958502847843775, 23.54124748490946
23.84052074857608, 33.400402414486926
24.654190398698127, 47.484909456740446
27.4206672091131, 48.08853118712274
29.454841334418226, 46.27766599597586
31.570382424735556, 50.905432595573444
32.38405207485761, 56.13682092555332
34.662327095199345, 53.92354124748491
38.07973962571196, 62.17303822937626
41.74125305126119, 63.78269617706238
43.205858421480876, 70.82494969818914
45.64686737184703, 74.4466800804829
48.08787632221318, 73.8430583501006
48.982912937347436, 91.14688128772636
52.807160292921075, 88.53118712273643
55.24816924328722, 88.1287726358149
58.828315703824245, 94.56740442655936
63.14076484947111, 94.16498993963783
65.98860862489829, 86.72032193158954
68.10414971521563, 85.91549295774648
68.75508543531326, 79.47686116700201
71.35882831570382, 76.45875251509055
74.4507729861676, 74.24547283702213
78.51912123677786, 77.26358148893361
79.0073230268511, 38.43058350100604
80.06509357200976, 38.43058350100604
80.96013018714402, 43.863179074446684
86.9812855980472, 43.863179074446684
90.31733116354759, 35.41247484909457
91.29373474369406, 22.7364185110664
95.52481692432872, 20.321931589537225
97.80309194467046, 13.682092555331993
98.29129373474369, 7.2434607645875255
